text_id,sentence_id,Text Ele Sentence,Text Adv Sentence
1_5_4,2,"The magazine's editor, Rachael Jolley, said: “Illegal downloading is a very big problem.” ","The magazine's editor, Rachael Jolley, said: “Existing copyright laws don't work in the digital age and risk criminalizing consumers. We need new models for how artists, writers and musicians earn a living from their work.” "
1_5_4,3,,The scale of illegal downloading vast.
1_5_4,4,,"Data collected by Ofcom (the competition authority for the UK communications industries) suggests that, "
1_5_4,5,"Between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated along with 52 million TV shows, 29 million films, 18 million ebooks and 7 million software or games files. ","between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated, along with 52 million TV shows, 29 million films, 18 million ebooks and 7 million software or games files. "
1_5_4,6,"18% of Internet users aged over 12 say they have pirated items, and 9% say they are afraid they will get caught.","Ofcom has said 18% of Internet users aged over 12 admit to having recently pirated content, and 9% say they fear getting caught. "
1_5_4,7,Pullman writes in his article: “The ease and speed with which people can get music in MP3 is still very surprising to people like me who have been building up their iTunes list for some time.”,Pullman writes in his article: “The ease and swiftness with which music can be acquired in the form of MP3 downloads is still astonishing to those of us who have been building up our iTunes list for some time.”
1_5_5,1,"After the Downing Street meeting, Cameron asked the Conservative member of parliament Mike Weatherley to be his adviser on the subject. ",One thing to emerge from the Downing Street meeting was Cameron's appointment of the Conservative Member of Parliament Mike Weatherley to be his adviser on the subject. 
1_5_5,2,"The BPI, an organization that supports music companies, said: “Mike Weatherley is a strong supporter of copyright and the artists and creative producers it's there to protect. ","A spokesman for the BPI, the record industry trade body, said: “Mike Weatherley is a strong champion of copyright and the artists and creative producers it's there to protect. "
1_5_5,3,We hope Weatherley's influence and the prime minister's support for copyright will change what the government does about illegal downloading in the UK.”,We hope Weatherley's influence and the prime minister's endorsement of copyright will be brought to bear on the approach of the UK's intellectual property office.”
1_6_1,1,Scientists have taken DNA from the tooth of a European hunter-gatherer and have found out what modern humans looked like before they started farming. ,DNA taken from the wisdom tooth of a European hunter-gatherer has given scientists an unprecedented glimpse of modern humans before the rise of farming. 
1_6_1,2,"The Mesolithic man, who lived in Spain about 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin. ","The Mesolithic man, who lived in Spain around 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin, according to analyses of his genetic make-up. "
1_6_1,3,He was probably lactose intolerant and could not digest starchy foods easily.,He was probably lactose intolerant and had more difﬁculty digesting starchy foods than the farmers who transformed diets and lifestyles when they took up tools in the ﬁrst agricultural revolution.
1_6_2,1,The invention of farming brought humans and animals much closer and humans probably developed stronger immune systems to ﬁght infections from the animals. ,The invention of farming brought humans and animals into much closer contact and humans likely evolved more robust immune systems to fend off infections that the animals passed on. 
1_6_2,2,But the change to humans' immune systems may not be as big as scientists thought – tests on the hunter-gatherer's DNA found that he already had genes that made his immune system strong. ,"But scientists may have overestimated the impact farming had in shaping the human immune system, because tests on the hunter-gatherer's DNA found that he already carried mutations that boost the immune system to tackle various nasty bugs. "
1_6_2,3,Some of these genes still exist in modern Europeans today. ,Some live on in modern Europeans today. 
1_6_2,4,"“Before we started this work, I had some ideas of what we were going to ﬁnd,” said Carles Lalueza-Fox, who led the study at the Institute of Evolutionary Biology in Barcelona. ","“Before we started this work, I had some ideas of what we were going to ﬁnd,” said Carles Lalueza-Fox, who led the study at the Institute of Evolutionary Biology in Barcelona. "
1_6_2,5,“Most of those ideas turned out to be completely wrong.”,“Most of those ideas turned out to be completely wrong.”
1_6_3,1,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006. ,The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006. 
1_6_3,2,"The skeletons, which belonged to two men in their early 30s, had been very well preserved in the cool cave. ","The human remains, which belonged to two men in their early 30s, had been extremely well preserved by the cool environment of the cave."
1_6_3,3,"Carbon dating showed the skeletons are around 7,000 years old, from the time before farming arrived in Europe from the Middle East. ","Carbon dating put the remains at around 7,000 years old, before farming had swept into Europe from the Middle East. "
1_6_3,4,"Other things were found in the cave, including reindeer teeth that were hung from the people's clothing.","The timing ﬁtted with ancient artifacts found at the site, including perforated reindeer teeth that were strung and hung from the people's clothing."
1_6_4,1,This discovery is important for science. It is also important to artists who will have to draw Mesolithic people in a new way. ,"On top of the scientiﬁc impact, artists might have to rethink their drawings of the people. "
1_6_4,2,“You see a lot of pictures of these people hunting and gathering and they look like modern Europeans with light skin.,“You see a lot of reconstructions of these people hunting and gathering and they look like modern Europeans with light skin.
1_6_4,3,"You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes,” Lalueza-Fox said. ","You never see a reconstruction of a Mesolithic hunter-gatherer hunter-gatherer with dark skin and blue eye color,” Lalueza-Fox said. "
1_6_4,4,The Spanish team compared the hunter-gatherer to modern Europeans from different regions to see how they might be related. ,The Spanish team went on to compare the genome of the hunter-gatherer to those of modern Europeans from different regions to see how they might be related. 
1_6_4,5,"They found that the ancient DNA was most closely related to the DNA of people living in northern Europe, in particular Sweden and Finland.","They found that the ancient DNA most closely matched the genetic makeup of people living in northern Europe, in particular Sweden and Finland."
1_7_1,1,"An octopus has escaped from the National Aquarium in New Zealand. It escaped from its tank, slid down a 50-meter drainpipe and disappeared into the sea.","An octopus has made a brazen escape from the National Aquarium in New Zealand by breaking out of its tank, slithering down a 50-meter drainpipe and disappearing into the sea. "
1_7_1,2, Inky – a common New Zealand octopus – escaped after someone left the lid of his tank open. ,"In scenes reminiscent of Finding Nemo, Inky – a common New Zealand octopus – made his dash for freedom after the lid of his tank was accidentally left slightly ajar. "
1_7_1,3,"Staff at the aquarium believe that, in the middle of the night, when there was no-one in the building, Inky climbed down the side of the tank and traveled across the floor. ","Staff believe that in the middle of the night, while the aquarium was deserted, Inky clambered to the top of his glass enclosure, down the side of the tank and traveled across the floor of the aquarium. "
1_7_1,4,"Rob Yarrell, national manager of the National Aquarium of New Zealand in Napier, said: “Octopuses are famous for their ability to escape. ","Rob Yarrell, national manager of the National Aquarium of New Zealand in Napier, said: “Octopuses are famous escape artists. "
1_7_1,5,"I don't think he was unhappy with us, or lonely, because octopuses like to live alone. But, he is such a curious boy. ","I don't think he was unhappy with us, or lonely, as octopuses are solitary creatures. But, he is such a curious boy. "
1_7_1,6,He would want to know what's happening on the outside. ,He would want to know what's happening on the outside. 
1_7_1,7,That's his personality.”,That's just his personality.”
1_7_2,1,"One idea is that Inky crossed the aquarium floor – a journey of three or four meters – and then, he realized that freedom was very near so he entered a drainpipe that led directly to the sea. ","One theory is that Inky slid across the aquarium floor – a journey of three or four meters – and then, sensing freedom was at hand, into a drainpipe that led directly to the sea. "
1_7_2,2,"The drainpipe was 50 meters long and opened into Hawke's Bay, on the east coast of New Zealand's North Island.","The drainpipe was 50 meters long and opened onto the waters of Hawke's Bay, on the east coast of New Zealand's North Island. "
1_7_2,3,"It is also possible that Inky escaped through an open pipe at the top of his tank, which led under the floor to the drain. ","Another possible escape route could have involved Inky squeezing into an open pipe at the top of his tank, which led under the floor to the drain. "
1_7_2,4,"“When we came in the next morning and his tank was empty, I was really surprised,” said Yarrell, who has not started looking for Inky. ","“When we came in the next morning and his tank was empty, I was really surprised,” said Yarrell, who has not launched a search for Inky. "
1_7_2,5,“The staff and I have been sad. ,“The staff and I have been pretty sad. 
1_7_2,6,"But then, this is Inky and he's always been a bit of a surprise octopus.”","But then, this is Inky and he's always been a bit of a surprise octopus.”"
1_7_3,1,"Reiss Jenkinson, a keeper at the National Aquarium, said he was absolutely certain Inky was not stolen. ","Reiss Jenkinson, exhibits keeper at the National Aquarium, said he was absolutely certain Inky had not been taken. "
1_7_3,2,"“I understand octopus behavior very well,” he said. ","“I understand the nature of octopus behavior very well,” he said. "
1_7_3,3,“I have seen octopuses on boats escape through waste pumps. ,“I have seen octopuses on boats slip through bilge pumps. 
1_7_3,4,"And, the security here is too good for anyone to take Inky and why would they?” ","And, the security here is too tight for anyone to take Inky and why would they?” "
1_7_3,5,"Because octopuses have no bones, they can fit into very small spaces and can squeeze through gaps the size of coins. ","Because octopuses have no bones, they are able to fit into extremely small spaces and have been filmed squeezing through gaps the size of coins. "
1_7_3,6,They are also very intelligent and able to use tools. ,They are also understood to be extremely intelligent and capable of using tools. 
1_7_3,7,"At the Island Bay Marine Education Center in Wellington, an octopus visited another tank every night to steal crabs, then return to its own tank. ","At the Island Bay Marine Education Center in Wellington, an octopus was found to be in the habit of visiting another tank overnight to steal crabs, then returning to its own. "
1_7_3,8,"Another octopus at the center, Ozymandias, broke a world record for opening a jar.","Another at the center, Ozymandias, was thought to have broken a world record for opening a jar before it was released into the ocean."
1_7_4,1,Inky was brought to the National Aquarium several years ago by a local fisherman who found him in a fishing pot. ,Inky was brought to the National Aquarium a number of years ago by a local fisherman who found him caught in a crayfish pot. 
1_7_4,2,,"He was scarred and “rough looking”, said Yarrell. "
1_7_4,3,"Yarrell said, “He lived on the reef and fought with fish so he wasn't in a good shape.” ",“He had been living on the reef and fighting with fish so he wasn't in the best shape.” 
1_7_4,4,"According to Yarrell, Inky – who is about the size of a rugby ball – was an “unusually intelligent” octopus. ","According to Yarrell, Inky – who is about the size of a rugby ball – was an “unusually intelligent” octopus. "
1_7_4,5,“He was very friendly and a popular attraction here. ,"“He was very friendly, very inquisitive and a popular attraction here. "
1_7_4,6,"We have another octopus, Blotchy, but he is smaller than Inky and Inky had the personality.”","We have another octopus, Blotchy, but he is smaller than Inky and Inky had the personality.” "
1_7_4,7, The aquarium has no plans to increase security as a result of the escape but the staff now know “what octopuses can do” so they will be more careful. ,The aquarium has no plans to step up security as a result of the escape as Inky was a “one-off” but the staff are “increasingly aware of what octopuses can actually do”. 
1_7_4,8,"The aquarium is not looking for another octopus but, if a fisherman brought in another octopus, the aquarium might take it.","Although the aquarium is not actively searching for a replacement for Inky, if a fisherman brought in another octopus, it might be willing to take it on."
1_8_1,1,"Do you want your child to be good at sports, play for the school team and, maybe one day, even be in international competitions? ","Do you want your child to be good at sports, make the school team and, maybe one day, even compete on the world stage? "
1_8_1,2,"Well, try to make sure that your child is born in November or October. ","Well, try to ensure that your would-be Olympian or World Cup winner is born in November or, failing that, in October. "
1_8_1,3,A study has found that schoolchildren born in November or October are fitter than everyone else in their class. ,A study has found that school pupils born in those months are fitter than everyone else in their class. 
1_8_1,4,"Children born in November or October were fitter, stronger and more powerful than children born in the other ten months of the year. They are especially fitter, stronger and more powerful than children with birthdays in April or June. ","November- and October-born children emerged as fitter, stronger and more powerful than their peers born in the other ten months of the year, especially those whose birthdays fell in April or June. "
1_8_1,5,Dr. Gavin Sandercock of Essex University found in his study that children born in the autumn had “a clear physical advantage” over their classmates.,"Dr. Gavin Sandercock, who is from the Center for Sports and Exercise Science at Essex University and led the study, found that autumn-born children enjoyed “a clear physical advantage” over their classmates."
1_8_2,1,"The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex. ","The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex. "
1_8_2,2,"All were tested between 2007 and 2010 on three different things: stamina, handgrip strength and lower-body power. ","All were tested between 2007 and 2010 on three different measures of fitness: stamina, handgrip strength and lower-body power. "
1_8_2,3,"The results showed that a child's month of birth could make big differences to their levels of fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sports. ","The results revealed that a child's month of birth could make “significant” differences to their levels of cardiovascular fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sports, in which such attributes are vital. "
1_8_2,4,,Performances at school sports days in the weeks ahead may bear out the findings. 
1_8_2,5,November children were the fittest because they had the most stamina and power and were the second strongest. ,November-born children were the fittest overall as they had the most stamina and power and were the second strongest. 
1_8_2,6,"Children born in October were almost as fit – they scored highest for strength and came third for power, with December children close behind.","Those born in October were almost as fit, scoring highest for strength and coming third for power, with December children close behind."
1_8_3,1,The gap in physical ability between children in the same class but born in different months was sometimes very wide. ,The gap in physical prowess between children in the same class but born in different months was sometimes very wide. 
1_8_3,2,"“For example, we found that a boy born in November can run at least 10% faster, jump 12% higher and is 15% more powerful than a child of the same age born in April. ","“For example, we found that a boy born in November can run at least 10% faster, jump 12% higher and is 15% more powerful than a child of the same age born in April. "
1_8_3,3,"This is a huge physical advantage,” said Sandercock.","This is, potentially, a huge physical advantage,” said Sandercock. "
1_8_3,4, These gaps could decide who became a top-level top-level athlete because “selection into elite sports may often depend on very small differences in a person's physical performance”. ,"Such gaps could ultimately decide who became a top-level athlete because, as the paper says, “selection into elite sports may often depend on very small margins or differences in an individual's physical performance”. "
1_8_3,5,"The study found that, when scores for the three kinds of fitness were put together, children born in April were the least fit, followed by children born in June.","The study, which has been published in the International Journal of Sports Medicine, found that, when scores for the three kinds of fitness were combined, those born in April were the least fit, then those in June. "
1_8_3,6,,"That could see those children excluded from school teams and becoming sporting underachievers, Sandercock said."
1_8_4,1,"The findings seem to show that children born in the early months of the school year enjoy a double “autumn advantage” – we already know that they have an academic advantage and, now, they also seem to be better at sports, too. ","The findings seem to show that children born in the early months of the school year enjoy a double “autumn advantage” – they are already known to have an academic advantage and, now, they also appear to be better equipped for sports, too. "
1_8_4,2,The authors of the study believe that the most likely explanation is that children born in autumn get more vitamin D over the summer months towards the end of pregnancy. ,"The authors believe that autumn-born children's greater exposure over the summer months, towards the end of pregnancy, to vitamin D is the most likely explanation. "
1_8_4,3,"John Steele, chief executive of the Youth Sport Trust, said the quality of a young person's introduction to sports at school can be “a major factor” in their sporting development. ","John Steele, chief executive of the Youth Sport Trust, said the quality of a young person's introduction to sports at school can be “a major factor” in their sporting development. "
1_8_4,4,"“Children that get a high-quality first experience will have greater agility, balance and coordination, and are more likely to develop an enjoyment of physical activity and be good at sports as they grow up”, he said.","“Children that get a high-quality first experience, which develops their physical literacy, are those that will have greater agility, balance and coordination, and are more likely to develop an enjoyment of physical activity and excel in sports as they grow up”, he said."
1_8_5,1,"UK Sport could not say if a majority of the 1,300 athletes it gives money to were born in November and October. ","UK Sport could not say if a disproportionately high number of the 1,300 athletes across 47 sports it funds were born in November and October. "
1_8_5,2,"Natalie Dunman, its head of performance, said that the differences shown in the new study were true for teenagers in junior-level competitions, but that the differences disappear before athletes were in adult competitions. ","Natalie Dunman, its head of performance pathways, said that, while the differences highlighted in the new findings were borne out by teenagers competing in junior-level competitions, they had disappeared by the time athletes were taking part in adult competitions. "
1_8_5,3,"She said: “With adult athletes, there are many factors that make a champion and we don't think that month of birth is one of the key ingredients.”","She said: “Looking at elite, senior athletes, there are many factors that go into making a champion and our work hasn't uncovered anything to suggest that month of birth is one of the key ingredients.”"
1_9_1,1,"Many of us know we don't get enough sleep, but imagine if there was a simple solution: getting up later. ","Lots of us know we are sleep-deprived, but imagine if we could fix it with a fairly simple solution: getting up later. "
1_9_1,2,"In a speech at the British Science Festival, Dr. Paul Kelley from Oxford University said schools should stagger their starting times to work with the natural rhythms of their students. ","In a speech at the British Science Festival, Dr. Paul Kelley, clinical research associate at the Sleep and Circadian Neuroscience Institute at Oxford University, called for schools to stagger their starting times to work with the natural biological rhythms of their students. "
1_9_1,3,"This would improve exam results and students' health (lack of sleep can cause diabetes, depression, obesity and other health problems).","It would improve cognitive performance, exam results and students' health (sleep deprivation has been linked with diabetes, depression, obesity and an impaired immune system)."
1_9_2,1,"Dr. Kelley said that, when children are around ten, their natural wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, a person's natural waking hour is 9am, although you may think they are just a lazy teenager. ","It follows a paper, published in 2014, in which he noted that, when children are around ten, their biological wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, someone you may think of as a lazy teenager actually has a natural waking hour of 9am. "
1_9_2,2,"The normal school starting time works for 10-year-olds but not for 16- to 18-year-olds. For the older teenagers, it might be better to start the school day at 11am or even later. ","The conventional school starting time works for 10-year-olds but not 16- to 18-year-olds. For the older teenagers, it might be more sensible to start the school day at 11am or even later. "
1_9_2,3,"“A 7am wake-up time for older teenagers,” says Kelley, “is the same as a 4.30am start for a teacher in their 50s.”","“A 7am alarm call for older adolescents,” Kelley and his colleagues pointed out in the paper, “is the equivalent of a 4.30am start for a teacher in their 50s.”"
1_9_3,1,He says the solution is not to tell teenagers to go to bed earlier. ,He says it's not as simple as persuading teenagers to go to bed earlier. 
1_9_3,2,"“The body's natural rhythm is controlled by a particular kind of light,” says Kelley. ","“The body's natural rhythm is controlled by a particular kind of light,” says Kelley. "
1_9_3,3,,“The eye doesn't just contain rods and cones; it contains cells that then report to the suprachiasmatic nuclei in the hypothalamus.” 
1_9_3,4,“The eye has cells that report to a part of the brain that controls our sleep rhythms over a 24-hour cycle.,This part of the brain controls our circadian rhythms over a 24-hour cycle. 
1_9_3,5, It's like saying: ‘Why can't you control your heartbeat?'”,It's like saying: ‘Why can't you control your heartbeat?'”
1_9_4,1,But it isn't just students who would benefit from a later start. ,But it isn't just students who would benefit from a later start. 
1_9_4,2,Kelley says the working day should be more linked to our natural rhythms. ,Kelley says the working day should be more forgiving of our natural rhythms. 
1_9_4,3,"Describing the average sleep loss per night for different age groups, he says: “Between 14 and 24, people lose more than two hours. ","Describing the average sleep loss per night for different age groups, he says: “Between 14 and 24, it's more than two hours. "
1_9_4,4,"For people aged between 24 and about 30 or 35, they lose about an hour and a half. ","For people aged between 24 and about 30 or 35, it's about an hour and a half. "
1_9_4,5,That can continue up until you're about 55 when it's in balance again. ,That can continue up until you're about 55 when it's in balance again. 
1_9_4,6,The 10-year-old and 55-year-old wake and sleep naturally at the same time.”,The 10-year-old and 55-year-old wake and sleep naturally at the same time.”
1_9_5,1,,"This might be why, he adds, the traditional nine to five is so ingrained; it is maintained by bosses, many of them in their mid-50s and upwards because “it is best for them”. "
1_9_5,2,"So, should workplaces have staggered starting times, too? ","So, should workplaces have staggered starting times, too? "
1_9_5,3,"Should people in their 50s and above come in at 8am, people in their 30s start at 10am and the teenage apprentice at 11am? ","Should those in their 50s and above come in at 8am, while those in their 30s start at 10am and the teenage intern or apprentice be encouraged to turn up at 11am? "
1_9_5,4,Kelley says that synchronized hours could have “many positive effects. ,Kelley says that synchronized hours could have “many positive consequences. 
1_9_5,5,"The positive side is that people's performance, mood and health will improve. ","The positive side of this is people's performance, mood and health will improve. "
1_9_5,6,"It's very positive because it's a solution that will make people less ill, and happier and better at what they do.”","It's very uplifting in a way because it's a solution that will make people less ill, and happier and better at what they do.”"
1_9_6,1,"There would probably be fewer accidents because drivers would be more awake, he says. ","There would probably be fewer accidents as drivers would be more alert, he says. "
1_9_6,2,It could mean the end of rush hour because people would stagger their work times and the times of their school run. ,It could spell the end of rush hour as people stagger their work and school-run times. 
1_9_6,3,"A later start to the day for many, says Kelley, “is something that would benefit all people, particularly families. ","A later start to the day for many, says Kelley, “is something that would benefit everyone, particularly families. "
1_9_6,4,Parents go and try to wake up teenagers who are waking up three hours too early. It creates problems for everybody.” ,Parents go and try to wake up teenagers who are waking up three hours too early. It creates tensions for everybody.” 
1_9_6,5,"So, what time does Kelley start work? ","So, what time does Kelley start work? "
1_9_6,6,“I am 67 so that means I'm like a 10-year-old and I get up just after six. ,“I am 67 so that means I'm back to being ten years old and I get up just after six.
1_9_6,7,I wake naturally.” ,I wake naturally.” 
1_9_6,8,"And, yes, he says he finds the start of his working day much easier now than when he was younger.","And, yes, he says he finds the start of his working day much easier now than he did when he was younger."
2_10_1,1,,"Crunchy, full of protein and to be found under a rock near you. "
2_10_1,2,"In the West, people do not usually eat insects. But in some parts of the world, insects are an important food and in spring 2013 there will be an effort to show people that eating insects is not disgusting. And we may soon be able to buy insects in supermarkets. ",Insects have long been overlooked as food in all but a handful of places around the world – but now they are crawling closer and closer to our plates. Spring 2013 will see a drive towards removing the yuck factor and putting insects not just on experimental gastronomic menus but also on supermarket shelves. 
2_10_1,3,"In April, there will be a festival in London, Pestival 2013, where there will be a discussion about the question of eating insects. ","In April, there will be a festival in London, Pestival 2013 – a Wellcome Trust-backed insect appreciation event where the consumption of creepy-crawlies comes high on the agenda. "
2_10_1,4,"The festival will include a restaurant by the Nordic Food Lab, the Scandinavian team behind the Danish restaurant Noma, which brought extremely popular insect dishes to Claridge's hotel in London in 2012.","It will feature a two-day “pop-up” restaurant by the Nordic Food Lab, the Scandinavian team behind the Danish restaurant Noma, which brought ants to the table for a sellout ten-day run at Claridge's hotel in London in 2012."
2_10_2,1,"In March, a BBC documentary will show a food writer eating deep-fried locusts and barbecued spiders. ","In March, a BBC documentary will feature food writer Stefan Gates searching out and eating deep-fried deep-fried locusts and barbecued tarantulas. "
2_10_2,2,"But, behind all the jokes there is a very serious message. ","But, behind all the gimmicks and jokes about flies in the soup, there is a deeply serious message. "
2_10_2,3,"Many experts believe that if humans eat insects, it will be very good for the environment. ",Many experts believe there is a clear environmental benefit to humans eating creepy-crawlies. 
2_10_2,4,The UN's Food and Agriculture Organization (FAO) gives money to projects that show people they can eat and farm insects in south-east Asia and Africa. In these places about two billion people already eat insects and larvae as a normal part of their diet. ,"The UN's Food and Agriculture Organization (FAO) has been funding projects since 2011 aimed at promoting the eating and farming of insects in south-east Asia and Africa, where an estimated two billion people already eat insects and caterpillar larvae as a regular part of their diet. "
2_10_2,5,"In 2012, the FAO published a list of 1,909 edible species of insect and plans a major international conference on “this valuable food source” in 2013.","In 2012, the FAO published a list of 1,909 edible species of insect and, with sponsorship from the Dutch government, plans a major international conference on “this valuable food source” in 2013."
2_10_3,1,"In the next 30 years, the planet's human population will increase to nine billion. ","Over the next 30 years, the planet's human population will increase to nine billion. "
2_10_3,2,Already one billion people do not get enough food. ,Already one billion people do not get enough food. 
2_10_3,3,"The increase will put more pressure on agricultural land, water, forests, fisheries and resources, and also food and energy supplies. ","The increase will mean more pressure on agricultural land, water, forests, fisheries and biodiversity resources, as well as nutrients and energy supplies. "
2_10_3,4,"The cost of meat is increasing – it costs more money now, but also people have to destroy a lot of rainforest to make fields or to grow food for cows. ","The cost of meat is rising, not just in terms of hard cash but also in terms of the amount of rainforest that is destroyed for grazing or to grow feedstuff for cattle. "
2_10_3,5,Cows also make methane. ,There is also the issue of methane excreted by cows. 
2_10_3,6,"The farming of cows, pigs and sheep makes very large amounts of greenhouse gases – 35% of the planet's methane, 65% of its nitrous oxide and 9% of the carbon dioxide.","The livestock farming contribution, in terms of greenhouse gas emissions, is enormous – 35% of the planet's methane, 65% of its nitrous oxide and 9% of the carbon dioxide."
2_10_4,1,"Edible insects make few gases, contain high-quality protein, vitamins and amino acids, and are good at converting food - they only need a quarter of the food that sheep need to make the same amount of protein. ","Edible insects emit few gases, contain high-quality protein, vitamins and amino acids, and have a high food-conversion rate, needing a quarter of the food intake of sheep, and half of pigs and chickens, to produce the same amount of protein. "
2_10_4,2,You can grow them on organic waste. ,They emit fewer greenhouse gases and less ammonia than cows and can be grown on organic waste. 
2_10_4,3,China is already building huge maggot farms. ,China is already successfully setting up huge maggot farms. 
2_10_4,4,Zimbabwe is growing caterpillars and Laos is developing an insect-harvesting project. ,"Zimbabwe has a thriving mapone caterpillar industry and Laos was given nearly $500,000 by the FAO to develop an insect-harvesting project. "
2_10_4,5,,"It's already big business in the UK, though not always official: a man was recently detained by Gatwick customs as he stepped off a flight from Burkina Faso with 94 kilos of mapone, worth nearly £40,000, in his luggage. "
2_10_4,6,"One study says that eating crickets and locusts, and not eating pork and beef, could help to reduce greenhouse gas emissions by up to 95%.",A study by FoodServiceWarehouse.com suggested that swapping pork and beef for crickets and locusts could help to reduce greenhouse gas emissions by as much as 95%.
2_1_1,1,"There are about 50,000 mystery shopping trips every month in the UK, according to the Mystery Shopping Providers Association. ","There are approximately 50,000 mystery shopping trips carried out every month in the UK, according to the Mystery Shopping Providers Association, and, because more and more spending takes place online, the demand for mystery shoppers is growing. "
2_1_1,2,Mystery shoppers pretend to be a customer in a store but they are really collecting information on how good or bad its service is. The demand for mystery shoppers is growing because online shopping is becoming more popular. ,Mystery shoppers pretend to be a customer in a store but they are really collecting information on how good or bad its service is. 
2_1_1,3,"“Retailers are becoming increasingly aware that shoppers who visit a physical store want a service and an experience they can't get online,” says Simon Boydell, spokesman for Marketforce, which has more than 300,000 mystery shoppers. ","“Retailers are becoming increasingly aware that shoppers who are prepared to set foot in a physical store want a service and an experience they can't get online,” says Simon Boydell, spokesman for Marketforce, which has more than 300,000 mystery shoppers on its books. "
2_1_1,4,“Our clients want to know how well their stores are delivering on that experience.”,“Our clients want to measure how well their stores are delivering on that experience.”
2_1_2,1,"“We assign different store locations to each shopper and rotate them so that they never go back to the same shop within three months,” says Jill Spencer of mystery shopping company ABa. ","“We assign different store locations to each shopper and rotate them so that they never go back to the same shop within three months,” says Jill Spencer of mystery shopping company ABa. "
2_1_2,2,"“Each day, they spend up to eight hours visiting five to ten stores, plus another hour or two writing detailed reports on every part of their visit.” ","“Each day, they typically spend up to eight hours visiting five to ten stores, plus another hour or two filing detailed reports on every aspect of their visit.” "
2_1_2,3,"For that, the mystery shoppers can earn up to £155 a day. ","For that, the mystery shoppers can earn up to £155 a day. "
2_1_2,4,Their expenses are also paid. ,"They are also reimbursed for their gasoline and hotel stays, and compensated for their car depreciation (the shoppers can be expected to drive as many as 20,000 miles a year). "
2_1_2,5,Mystery shoppers who film their visits with a hidden camera can earn even more – around £300 a day.,"Meanwhile, video mystery shoppers, who film their visits with a hidden camera planted in a buttonhole or handbag, can earn even more – around £300 a day."
2_1_3,1,Mystery shoppers are usually repaid any money they spend in the stores.,Shoppers are usually repaid any money they spend in the stores. 
2_1_3,2,"”They usually give me between £5 and £20 to spend at each store, to check the service I receive at the counter,” says mystery shopper Laura. ","“I'm typically given between £5 and £20 to spend at each store, to assess the service I receive at the counter,” says Laura, a 50-year-old mystery shopper from Devon, who has been paid to visit around 7,000 shops since 2001. "
2_1_3,3,,The purchase usually has to be related to a service or a type of product that the retailer wants her to check. 
2_1_3,4,"“I'm always given a specific task, such as buying something from a specific department or a new product range, but within these limitations, I can often buy whatever I want – and keep it.”","“I'm always given a scenario, such as buying something from a specific department or a new product range, but, within that framework, I can often buy whatever I want – and keep it.”"
2_1_4,1,"Like most full-time mystery shoppers, Laura is self-employed. ","Like most full-time mystery shoppers, Laura is self-employed, taking jobs from ABa and other mystery shopping companies as and when they come up. "
2_1_4,2,"She earns around £30,000 to £40,000 a year and that doesn't include all the freebies she gets on the job. ","Her income is typically £30,000 to £40,000 a year and that doesn't include all the freebies she gets on the job. "
2_1_4,3,"“With the perks, it's enough to live on.” ","“With the perks, it's enough to live on. "
2_1_4,4,,But I don't do it because I love shopping. 
2_1_4,5,,"In fact, I hate shopping now. "
2_1_4,6,,"When I'm not working, it pains me to have to go out and buy a pint of milk.” "
2_1_4,7,She finds it satisfying to return to a store where she has previously been a mystery shopper and see standards have improved. ,"She does, however, find it satisfying to return to a store she has previously mystery shopped and see standards have improved. "
2_1_4,8,“I know it must be because of my feedback or why would they pay me to give it? ,“I know it must be because of my feedback or why would they pay me to give it? 
2_1_4,9,,Some of the retailers I shop at win awards for customer service and I think that is down to us mystery shoppers. 
2_1_4,10,I feel I'm not just doing a service for my company; ,I feel I'm not just doing a service to my company; 
2_1_4,11,I'm doing a service for all shoppers everywhere.”,I'm doing a service to all shoppers everywhere.”
2_1_5,1,"More than 500,000 people have registered as mystery shoppers in the UK, but just 10% or less get regular work each month. This has led to a dramatic reduction in payment. ","It's estimated that more than 500,000 people have registered as mystery shoppers in the UK, but just 10% or less manage to get regular work each month and this has led to a dramatic reduction in compensation. "
2_1_5,2,"Before, people were paid and got travel expenses, but now “you often just receive some money towards a purchase,” says Val, a 51-year-old former mystery shopper. ","“Where once you got a fee, reimbursement for your purchase and mileage, you now often just receive a contribution towards a purchase,” says Val, a 51-year-old former mystery shopper. "
